0.9712438237133022,0.9680461462763381,194968
0.8996992869322233,0.9030003770926769,182676
0.9185955448652978,0.9219665397403185,178205
0.9417792387649401,0.9387525131754642,176455
0.9954181742175215,0.9967042978150202,179720
0.8996660956303278,0.9019289193048837,178032
0.9224313565470174,0.9195322347772975,174184
0.9909268620710036,0.9828355243819902,191684
0.9848000026352999,0.9847368025287871,177475
0.99774407849266,0.9965760093160673,175275
0.9591188232176715,0.9572687181084942,180735
0.9258560541805598,0.9166256579231133,177779
0.9562792476936244,0.9649800691798491,188243
0.9404968325391726,0.9524947148152754,202512
